Id,ActivityDate,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,ActiveDistance,non_ActiveDistance,ActiveMinutes,non_ActiveMinutes
1644430081,2016-04-30,3846,1,124,142,18213,13.2399997711182,13.2399997711182,0.0,3.7700001001357979,9.46000003814697,80,1218
2347167796,2016-04-14,2010,1,445,489,10129,6.69999980926514,6.69999980926514,0.0,2.7600000090897052,3.94000005722046,49,911
3977333714,2016-04-16,1625,1,283,510,13459,9.0,9.0,0.0,6.0299999713897705,2.97000002861023,114,816
3977333714,2016-04-17,1529,1,381,566,10415,6.96999979019165,6.96999979019165,0.0,3.0499998927116412,3.92000007629395,69,805
3977333714,2016-04-19,1638,1,219,395,12414,8.77999973297119,8.77999973297119,0.0,4.69000005722046,3.96000003814697,86,959
3977333714,2016-04-20,1554,2,152,305,11658,7.82999992370605,7.82999992370605,0.0,4.5499999076128024,3.27999997138977,100,1009
3977333714,2016-04-23,1638,1,235,372,12058,8.06999969482422,8.06999969482422,0.0,4.21999979019165,3.84999990463257,92,976
3977333714,2016-04-30,1650,1,237,382,13238,9.19999980926514,9.19999980926514,0.0,5.78999996185303,3.41000008583069,95,881
3977333714,2016-05-02,1760,1,230,384,16520,11.0500001907349,11.0500001907349,0.0,8.01999998092652,3.01999998092651,167,889
3977333714,2016-05-04,1628,1,213,336,13559,9.4399995803833,9.4399995803833,0.0,6.38999986648559,2.89000010490417,110,994
3977333714,2016-05-05,1618,1,318,480,12312,8.57999992370605,8.57999992370605,0.0,5.8700001239776594,2.71000003814697,102,858
3977333714,2016-05-06,1590,1,323,512,11677,8.27999973297119,8.27999973297119,0.0,5.61999988555909,2.67000007629395,84,844
3977333714,2016-05-07,1574,1,237,443,11550,7.73000001907349,7.73000001907349,0.0,4.13000011444092,3.58999991416931,86,911
3977333714,2016-05-08,1633,2,259,456,13585,9.09000015258789,9.09000015258789,0.0,5.919999778270717,3.17000007629395,125,859
3977333714,2016-05-10,1630,1,312,452,13072,8.77999973297119,8.77999973297119,0.0,5.4700000956654531,3.30999994277954,116,872
4319703577,2016-04-27,2324,1,286,307,10780,7.23000001907349,7.23000001907349,0.0,2.3299999535083811,4.90999984741211,53,980
4388161847,2016-04-27,3074,1,439,500,11193,8.60999965667725,8.60999965667725,0.0,3.209999978542331,5.3899998664856,59,925
4388161847,2016-04-30,3283,2,409,430,12533,9.64000034332275,9.64000034332275,0.0,2.699999988079071,6.94000005722046,57,837
4388161847,2016-05-05,2899,1,471,495,9603,7.38000011444092,7.38000011444092,0.0,2.2999999523162877,5.09000015258789,51,1095
4388161847,2016-05-05,2899,1,471,495,9603,7.38000011444092,7.38000011444092,0.0,2.2999999523162877,5.09000015258789,51,1095
4388161847,2016-05-07,4022,1,472,496,22770,17.5400009155273,17.5400009155273,0.0,12.21999979019165,5.32999992370605,176,768
4702921684,2016-04-17,3394,1,591,612,12692,10.289999961853,10.289999961853,0.0,4.4200000166892979,5.88000011444092,78,739
4702921684,2016-04-23,3691,1,465,475,15126,12.2700004577637,12.2700004577637,0.0,3.9999999999999969,8.27000045776367,75,877
4702921684,2016-05-10,3172,1,416,431,10613,8.60999965667725,8.60999965667725,0.0,1.9599999934434906,6.65000009536743,38,963
5577150313,2016-04-15,4005,1,392,413,12087,9.07999992370605,9.07999992370605,0.0,5.52000010013581,3.55999994277954,169,894
5577150313,2016-04-16,4274,1,406,445,14269,10.6599998474121,10.6599998474121,0.0,7.91999983787537,2.73000001907349,240,630
5577150313,2016-04-17,4552,1,549,583,12231,9.14000034332275,9.14000034332275,0.0,6.8100000023841893,2.3199999332428,237,684
5577150313,2016-04-21,4018,1,414,437,10830,8.09000015258789,8.09000015258789,0.0,5.31000006198883,2.77999997138977,184,845
5577150313,2016-04-24,4392,1,543,615,15764,11.7799997329712,11.7799997329712,0.0,9.80000019073486,1.98000001907349,275,566
5577150313,2016-04-30,4501,1,412,433,12363,9.23999977111816,9.23999977111816,0.0,6.6199999451637224,2.60999989509583,252,784
5577150313,2016-05-01,4546,1,379,398,13368,9.98999977111816,9.98999977111816,0.0,6.75,3.24000000953674,266,677
5577150313,2016-05-10,3841,1,504,562,8869,6.65000009536743,6.65000009536743,0.0,3.30999994277954,3.34999990463257,141,833
6962181067,2016-05-02,2162,1,466,482,12912,8.53999996185303,8.53999996185303,0.0,3.2000000476837203,5.34000015258789,57,968
7086361926,2016-04-19,2944,1,472,483,10688,7.28999996185303,7.28999996185303,0.0,4.75999999046326,2.50999999046326,136,795
7086361926,2016-04-22,2846,1,428,448,9753,6.53000020980835,6.53000020980835,0.0,3.8399999141693089,2.67000007629395,117,915
7086361926,2016-04-28,2862,1,354,367,11584,7.80000019073486,7.80000019073486,0.0,4.42999994754792,3.35999989509583,102,971
7086361926,2016-05-09,2960,1,427,438,13566,9.10999965667725,9.10999965667725,0.0,5.97000026702881,3.11999988555908,117,914
8792009665,2016-04-23,2748,1,339,360,5245,3.35999989509583,3.35999989509583,0.0,0.599999994039535,2.75,53,1027
1644430081,2016-04-29,2498,1,119,127,3176,2.30999994277954,2.30999994277954,0.0,0.0,2.30999994277954,0,1313
1644430081,2016-05-08,2987,1,137,154,6724,4.8899998664856,4.8899998664856,0.0,0.0,4.88000011444092,0,1286
1844505072,2016-04-15,1725,1,644,961,3844,2.53999996185303,2.53999996185303,0.0,0.0,2.53999996185303,0,703
1844505072,2016-04-30,1763,1,722,961,4014,2.67000007629395,2.67000007629395,0.0,0.0,2.65000009536743,0,402
1927972279,2016-04-12,2220,3,750,775,678,0.469999998807907,0.469999998807907,0.0,0.0,0.469999998807907,0,789
1927972279,2016-04-13,2151,1,398,422,356,0.25,0.25,0.0,0.0,0.25,0,1018
1927972279,2016-04-15,2221,2,475,499,980,0.680000007152557,0.680000007152557,0.0,0.0,0.680000007152557,0,992
1927972279,2016-04-28,2351,1,166,178,1675,1.1599999666214,1.1599999666214,0.0,0.0,1.1599999666214,0,1262
2026352035,2016-04-13,1521,1,531,565,4993,3.09999990463257,3.09999990463257,0.0,0.0,3.09999990463257,0,901
2026352035,2016-04-14,1431,1,545,568,3335,2.0699999332428,2.0699999332428,0.0,0.0,2.04999995231628,0,850
2026352035,2016-04-15,1444,1,523,573,3821,2.36999988555908,2.36999988555908,0.0,0.0,2.36999988555908,0,875
2026352035,2016-04-16,1373,1,524,567,2547,1.58000004291534,1.58000004291534,0.0,0.0,1.58000004291534,0,878
2026352035,2016-04-17,1214,1,437,498,838,0.519999980926514,0.519999980926514,0.0,0.0,0.519999980926514,0,1113
2026352035,2016-04-19,1356,1,498,540,2424,1.5,1.5,0.0,0.0,1.5,0,926
2026352035,2016-04-20,1667,1,461,510,7222,4.48000001907349,4.48000001907349,0.0,0.0,4.48000001907349,0,950
2026352035,2016-04-21,1370,1,477,514,2467,1.52999997138977,1.52999997138977,0.0,0.0,1.52999997138977,0,902
2026352035,2016-04-22,1399,1,520,545,2915,1.80999994277954,1.80999994277954,0.0,0.0,1.80999994277954,0,874
2026352035,2016-04-23,1916,1,522,554,12357,7.71000003814697,7.71000003814697,0.0,0.0,7.71000003814697,0,890
2026352035,2016-04-24,1401,1,555,591,3490,2.16000008583069,2.16000008583069,0.0,0.0,2.16000008583069,0,868
2026352035,2016-04-25,1576,1,506,531,6017,3.73000001907349,3.73000001907349,0.0,0.0,3.73000001907349,0,1081
2026352035,2016-04-27,1593,1,508,545,6088,3.76999998092651,3.76999998092651,0.0,0.0,3.76999998092651,0,872
2026352035,2016-04-28,1649,1,513,545,6375,3.95000004768372,3.95000004768372,0.0,0.0,3.95000004768372,0,957
2026352035,2016-04-29,1692,1,490,510,7604,4.71000003814697,4.71000003814697,0.0,0.0,4.71000003814697,0,844
2026352035,2016-04-30,1506,1,573,607,4729,2.9300000667572,2.9300000667572,0.0,0.0,2.9300000667572,0,827
2026352035,2016-05-01,1447,1,527,546,3609,2.27999997138977,2.27999997138977,0.0,0.0,2.27999997138977,0,907
2026352035,2016-05-02,1690,1,511,543,7018,4.34999990463257,4.34999990463257,0.0,0.0,4.34999990463257,0,1071
2026352035,2016-05-04,1658,1,538,560,6564,4.07000017166138,4.07000017166138,0.0,0.0,4.07000017166138,0,875
2026352035,2016-05-05,1926,1,468,485,12167,7.53999996185303,7.53999996185303,0.0,0.0,7.53999996185303,0,954
2026352035,2016-05-06,1736,1,524,548,8198,5.07999992370605,5.07999992370605,0.0,0.0,5.07999992370605,0,894
2026352035,2016-05-08,1555,1,541,568,5528,3.45000004768372,3.45000004768372,0.0,0.0,3.45000004768372,0,868
2026352035,2016-05-09,1869,1,531,556,10685,6.61999988555908,6.61999988555908,0.0,0.0,6.59999990463257,0,944
2026352035,2016-05-10,1141,1,357,380,254,0.159999996423721,0.159999996423721,0.0,0.0,0.159999996423721,0,1019
2026352035,2016-05-11,1698,1,523,553,8580,5.32000017166138,5.32000017166138,0.0,0.0,5.32000017166138,0,899
2026352035,2016-05-12,1364,1,456,485,8891,5.51000022888184,5.51000022888184,0.0,0.0,5.51000022888184,0,673
2320127002,2016-04-23,1804,1,61,69,5079,3.42000007629395,3.42000007629395,0.0,0.0,3.42000007629395,0,1371
2347167796,2016-04-24,2187,1,442,459,9471,6.26000022888184,6.26000022888184,0.0,0.0,6.26000022888184,0,944
2347167796,2016-04-26,1861,1,436,490,5980,3.95000004768372,3.95000004768372,0.0,0.0,3.95000004768372,0,959
2347167796,2016-04-28,1854,1,408,450,5439,3.59999990463257,3.59999990463257,0.0,0.0,3.59999990463257,0,993
2347167796,2016-04-29,403,1,411,473,42,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0299999993294477,0,6
3977333714,2016-04-21,1397,1,332,512,6093,4.07999992370605,4.07999992370605,0.0,0.0,4.05999994277954,0,954
4020332650,2016-05-03,2828,1,322,332,4496,3.22000002861023,3.22000002861023,0.0,0.0,3.2000000961124879,0,1124
4020332650,2016-05-06,2704,1,385,408,4369,3.13000011444092,3.13000011444092,0.0,0.0,3.1099999044090527,0,1032
4020332650,2016-05-08,3089,1,364,402,5862,4.19999980926514,4.19999980926514,0.0,0.0,4.15000009536743,0,1038
4020332650,2016-05-10,2926,1,442,494,5546,3.98000001907349,3.98000001907349,0.0,0.0,3.90999988466501,0,980
4319703577,2016-04-15,1985,1,465,491,5664,3.79999995231628,3.79999995231628,0.0,0.0,3.79999995231628,0,980
4319703577,2016-04-16,1884,1,506,522,4744,3.1800000667572,3.1800000667572,0.0,0.0,3.1800000667572,0,918
4319703577,2016-04-19,2200,2,461,498,8925,5.98999977111816,5.98999977111816,0.0,0.0,5.98999977111816,0,915
4319703577,2016-04-21,1792,1,59,65,3702,2.48000001907349,2.48000001907349,0.0,0.0,0.349999994039536,0,1299
4319703577,2016-04-23,1945,1,692,722,4935,3.30999994277954,3.30999994277954,0.0,0.0,3.30999994277954,0,779
4319703577,2016-05-01,1593,1,484,500,1251,0.839999973773956,0.839999973773956,0.0,0.0,0.839999973773956,0,903
4319703577,2016-05-08,1792,1,602,638,3672,2.46000003814697,2.46000003814697,0.0,0.0,2.46000003814697,0,756
4388161847,2016-04-15,3066,1,499,526,8758,6.73000001907349,6.73000001907349,0.0,0.0,6.73000001907349,0,1136
4388161847,2016-04-17,2572,2,619,641,4660,3.57999992370605,3.57999992370605,0.0,0.0,3.57999992370605,0,922
4445114986,2016-04-12,2113,2,429,457,3276,2.20000004768372,2.20000004768372,0.0,0.0,2.20000004768372,0,983
4445114986,2016-04-13,2095,2,370,406,2961,1.99000000953674,1.99000000953674,0.0,0.0,1.99000000953674,0,1034
4445114986,2016-04-14,2194,1,441,492,3974,2.67000007629395,2.67000007629395,0.0,0.0,2.67000007629395,0,948
4445114986,2016-04-15,2496,2,337,379,7198,4.82999992370605,4.82999992370605,0.0,0.0,4.82999992370605,0,1061
4445114986,2016-04-16,2180,1,462,499,3945,2.65000009536743,2.65000009536743,0.0,0.0,2.65000009536743,0,941
4445114986,2016-04-17,1933,1,98,107,2268,1.51999998092651,1.51999998092651,0.0,0.0,1.51999998092651,0,1333
4445114986,2016-04-19,1954,2,388,424,2064,1.38999998569489,1.38999998569489,0.0,0.0,1.38999998569489,0,1016
4445114986,2016-04-20,1974,1,439,462,2072,1.38999998569489,1.38999998569489,0.0,0.0,1.38999998569489,0,978
4445114986,2016-04-21,2150,1,436,469,3809,2.55999994277954,2.55999994277954,0.0,0.0,2.53999996185303,0,971
4445114986,2016-04-22,2432,1,388,417,6831,4.57999992370605,4.57999992370605,0.0,0.0,4.57999992370605,0,1023
4445114986,2016-04-25,2070,1,328,345,3385,2.26999998092651,2.26999998092651,0.0,0.0,2.26999998092651,0,1095
4445114986,2016-04-28,2203,1,419,442,4493,3.00999999046326,3.00999999046326,0.0,0.0,3.00999999046326,0,998
4445114986,2016-04-29,2196,1,106,108,4676,3.14000010490417,3.14000010490417,0.0,0.0,3.13000011444092,0,1332
4445114986,2016-04-30,2363,1,322,353,6222,4.17999982833862,4.17999982833862,0.0,0.0,4.17999982833862,0,1087
4445114986,2016-05-04,2070,2,337,363,2923,1.96000003814697,1.96000003814697,0.0,0.0,1.96000003814697,0,1077
4445114986,2016-05-06,2211,2,374,402,4514,3.02999997138977,3.02999997138977,0.0,0.0,3.02999997138977,0,1038
4445114986,2016-05-09,2281,1,457,533,5275,3.53999996185303,3.53999996185303,0.0,0.0,3.53999996185303,0,907
4445114986,2016-05-10,2181,1,405,426,3915,2.63000011444092,2.63000011444092,0.0,0.0,2.63000011444092,0,1014
4445114986,2016-05-12,1212,1,483,501,768,0.519999980926514,0.519999980926514,0.0,0.0,0.519999980926514,0,438
4558609924,2016-05-01,1692,1,115,129,3428,2.26999998092651,2.26999998092651,0.0,0.0,2.26999998092651,0,1311
4702921684,2016-04-12,2947,1,425,439,7213,5.88000011444092,5.88000011444092,0.0,0.0,5.84999990463257,0,981
4702921684,2016-04-13,2898,2,400,430,6877,5.57999992370605,5.57999992370605,0.0,0.0,5.57999992370605,0,1035
4702921684,2016-04-14,2984,1,384,415,7860,6.36999988555908,6.36999988555908,0.0,0.0,6.36999988555908,0,1043
4702921684,2016-05-03,3145,1,327,373,9454,7.67000007629395,7.67000007629395,0.0,0.0,7.67000007629395,0,1042
4702921684,2016-05-12,1240,1,404,442,2752,2.23000001907349,2.23000001907349,0.0,0.0,2.23000001907349,0,309
5553957443,2016-04-13,1718,2,455,488,4832,3.16000008583069,3.16000008583069,0.0,0.0,3.16000008583069,0,873
5553957443,2016-04-16,1831,2,651,686,5771,3.76999998092651,3.76999998092651,0.0,0.0,3.76999998092651,0,809
5553957443,2016-04-17,1397,1,350,402,655,0.430000007152557,0.430000007152557,0.0,0.0,0.430000007152557,0,989
5553957443,2016-04-18,1683,2,520,541,3727,2.4300000667572,2.4300000667572,0.0,0.0,2.4300000667572,0,828
5553957443,2016-04-20,1570,1,658,678,2713,1.76999998092651,1.76999998092651,0.0,0.0,1.76999998092651,0,746
5553957443,2016-04-23,1776,2,631,725,4112,2.69000005722046,2.69000005722046,0.0,0.0,2.6800000667572,0,715
5553957443,2016-04-24,1507,2,553,640,1807,1.17999994754791,1.17999994754791,0.0,0.0,1.17999994754791,0,686
5553957443,2016-04-30,1463,2,775,843,1202,0.779999971389771,0.779999971389771,0.0,0.0,0.779999971389771,0,590
5553957443,2016-05-01,1747,2,622,686,5164,3.36999988555908,3.36999988555908,0.0,0.0,3.36999988555908,0,673
5553957443,2016-05-04,1698,1,447,470,4249,2.76999998092651,2.76999998092651,0.0,0.0,2.76999998092651,0,875
5553957443,2016-05-07,1494,1,442,470,1868,1.22000002861023,1.22000002861023,0.0,0.0,1.22000002861023,0,998
5553957443,2016-05-11,1693,1,463,486,4926,3.22000002861023,3.22000002861023,0.0,0.0,3.22000002861023,0,823
6117666160,2016-04-17,2225,2,336,350,7150,5.40000009536743,5.40000009536743,0.0,0.0,5.40000009536743,0,1014
6117666160,2016-04-19,2606,1,465,492,11135,8.40999984741211,8.40999984741211,0.0,0.0,8.40999984741211,0,905
6117666160,2016-04-22,2409,1,480,546,8206,6.19999980926514,6.19999980926514,0.0,0.0,6.19999980926514,0,815
6117666160,2016-04-23,2651,1,492,539,11495,8.68000030517578,8.68000030517578,0.0,0.0,8.68000030517578,0,980
6117666160,2016-04-24,2305,1,353,367,7623,5.76000022888184,5.76000022888184,0.0,0.0,5.76000022888184,0,1073
6117666160,2016-04-27,2576,1,542,557,9411,7.1100001335144,7.1100001335144,0.0,0.0,7.1100001335144,0,875
6117666160,2016-04-29,2560,1,600,636,9592,7.23999977111816,7.23999977111816,0.0,0.0,7.23999977111816,0,940
6117666160,2016-05-01,2361,1,507,575,8915,6.73000001907349,6.73000001907349,0.0,0.0,6.73000001907349,0,922
6117666160,2016-05-05,2636,1,392,415,9799,7.40000009536743,7.40000009536743,0.0,0.0,7.40000009536743,0,966
6117666160,2016-05-07,2469,2,498,507,7336,5.53999996185303,5.53999996185303,0.0,0.0,5.53999996185303,0,868
6117666160,2016-05-08,2250,1,555,603,7328,5.53000020980835,5.53000020980835,0.0,0.0,5.53000020980835,0,835
6117666160,2016-05-09,1248,1,492,522,4477,3.38000011444092,3.38000011444092,0.0,0.0,3.38000011444092,0,322
6775888955,2016-04-15,2127,1,391,406,1282,0.920000016689301,0.920000016689301,0.0,0.0,0.920000016689301,0,1034
6962181067,2016-04-14,1466,2,508,535,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,0,948
6962181067,2016-04-15,1756,1,370,386,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,0,1054
6962181067,2016-04-24,1705,1,511,514,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,0,919
6962181067,2016-05-01,1740,1,411,426,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,0,937
6962181067,2016-05-07,1947,1,298,334,6815,4.5,4.5,0.0,0.0,4.5,0,1073
7007744171,2016-04-16,2076,1,79,82,4631,3.09999990463257,3.09999990463257,0.0,0.0,3.09999990463257,0,1358
7007744171,2016-05-01,2225,1,58,61,5600,3.75,3.75,0.0,0.0,3.75,0,1379
7086361926,2016-04-24,2049,1,681,704,3520,2.16000008583069,2.16000008583069,0.0,0.0,2.15000009536743,0,691
8378563200,2016-04-17,2572,2,525,591,2132,1.69000005722046,1.69000005722046,0.0,0.0,1.69000005722046,0,692
8378563200,2016-04-24,2741,1,458,492,3703,2.94000005722046,2.94000005722046,0.0,0.0,2.94000005722046,0,869
8378563200,2016-04-30,2660,1,468,555,2946,2.33999991416931,2.33999991416931,0.0,0.0,2.33999991416931,0,901
8378563200,2016-05-07,2799,2,459,513,4468,3.53999996185303,3.53999996185303,0.0,0.0,3.53999996185303,0,1009
8378563200,2016-05-08,2685,1,545,606,2943,2.32999992370605,2.32999992370605,0.0,0.0,2.32999992370605,0,760
8792009665,2016-04-12,2044,1,458,493,2564,1.63999998569489,1.63999998569489,0.0,0.0,1.63999998569489,0,947
8792009665,2016-04-13,1934,1,531,552,1320,0.839999973773956,0.839999973773956,0.0,0.0,0.839999973773956,0,888
8792009665,2016-04-14,1963,1,486,503,1219,0.779999971389771,0.779999971389771,0.0,0.0,0.779999971389771,0,937
8792009665,2016-04-15,2009,1,363,377,2483,1.5900000333786,1.5900000333786,0.0,0.0,1.5900000333786,0,1063
8792009665,2016-04-27,2067,1,423,428,1758,1.12999999523163,1.12999999523163,0.0,0.0,1.12999999523163,0,1012
8792009665,2016-04-28,2780,1,402,416,6157,3.94000005722046,3.94000005722046,0.0,0.0,3.94000005722046,0,1024
8792009665,2016-05-01,1962,1,503,527,1619,1.03999996185303,1.03999996185303,0.0,0.0,1.03999996185303,0,913
8792009665,2016-05-02,2015,1,415,423,1831,1.16999995708466,1.16999995708466,0.0,0.0,1.16999995708466,0,1017
8792009665,2016-05-03,2297,1,516,545,2421,1.54999995231628,1.54999995231628,0.0,0.0,1.54999995231628,0,895
8792009665,2016-05-04,2067,1,439,463,2283,1.46000003814697,1.46000003814697,0.0,0.0,1.46000003814697,0,977
4445114986,2016-04-26,2291,2,353,391,6326,4.40999984741211,4.40999984741211,0.0,2.45000008493662,1.96000003814697,30,1019
4445114986,2016-04-27,2361,1,332,374,7243,5.03000020980835,5.03000020980835,0.0,2.6499998848885276,2.38000011444092,33,1033
4445114986,2016-05-03,2421,2,417,450,7502,5.17999982833862,5.17999982833862,0.0,2.5900000184774439,2.57999992370605,32,958
8378563200,2016-05-05,3783,1,381,417,8567,6.78999996185303,6.78999996185303,2.25308108329773,1.0499999821186061,5.73999977111816,69,978
4388161847,2016-05-02,3147,2,368,376,10096,8.39999961853027,8.39999961853027,0.0,3.8499999791383708,4.55000019073486,37,1139
4445114986,2016-05-02,2336,1,502,542,6910,4.75,4.75,0.0,2.4000000357627842,2.34999990463257,31,867
4445114986,2016-05-07,2123,2,401,436,5183,3.58999991416931,3.58999991416931,0.0,2.320000112056734,1.25,30,974
6962181067,2016-04-20,2174,1,418,424,13928,9.55000019073486,9.55000019073486,0.0,4.4700002074241638,5.09000015258789,52,936
7086361926,2016-05-12,1199,1,444,457,3789,2.55999994277954,2.55999994277954,0.0,0.650000005960464,1.88999998569489,9,401
8378563200,2016-04-27,3061,1,531,600,7359,5.84000015258789,5.84000015258789,0.0,0.510000020265579,5.32999992370605,8,868
8378563200,2016-05-02,3491,1,351,385,6064,4.80999994277954,4.80999994277954,2.0921471118927,0.799999997019767,4.01000022888184,67,944
1503960366,2016-04-24,1788,1,430,449,10039,6.40999984741211,6.40999984741211,0.0,3.1300000697374393,3.27999997138977,44,947
4319703577,2016-04-24,1880,1,467,501,4081,2.74000000953674,2.74000000953674,0.0,0.26000000163912751,2.47000002861023,6,883
4388161847,2016-04-23,3306,1,478,501,13236,10.1800003051758,10.1800003051758,0.0,4.8199999928474426,5.34999990463257,63,964
4702921684,2016-05-05,3006,1,414,428,8614,6.98999977111816,6.98999977111816,0.0,0.890000015497208,6.09000015258789,13,986
8053475328,2016-04-20,3043,1,486,493,15108,12.1899995803833,12.1899995803833,0.0,9.8099999278783745,2.38000011444092,94,853
8378563200,2016-05-06,3644,1,323,355,7045,5.59000015258789,5.59000015258789,2.0921471118927,1.79999995231628,3.77999997138977,79,997
1503960366,2016-05-06,1896,1,334,367,12159,8.02999973297119,8.02999973297119,0.0,2.22000002861023,5.80999994277954,30,1043
4445114986,2016-05-05,2120,2,462,513,3800,2.54999995231628,2.54999995231628,0.0,0.359999991953373,2.1800000667572,8,919
5553957443,2016-05-12,741,1,438,475,3121,2.03999996185303,2.03999996185303,0.0,0.979999989271163,1.05999994277954,14,270
7086361926,2016-04-12,2772,1,514,525,11317,8.40999984741211,8.40999984741211,0.0,5.4199999868869737,2.97000002861023,65,898
7086361926,2016-04-21,2463,1,390,411,9469,6.17999982833862,6.17999982833862,0.0,1.660000026226039,4.51000022888184,25,964
7086361926,2016-04-27,2693,1,469,479,11107,8.34000015258789,8.34000015258789,0.0,5.8100001215934771,2.52999997138977,61,974
8378563200,2016-05-12,1976,1,496,546,4561,3.61999988555908,3.61999988555908,0.0,0.91999998688697793,2.69000005722046,14,535
1644430081,2016-05-02,2580,1,796,961,3758,2.73000001907349,2.73000001907349,0.0,0.38000000268220924,2.34999990463257,8,830
1844505072,2016-05-01,1541,1,590,961,2573,1.70000004768372,1.70000004768372,0.0,0.259999990463257,1.45000004768372,7,660
2347167796,2016-04-17,1882,1,556,602,5472,3.61999988555908,3.61999988555908,0.0,0.35999999940395372,3.25999999046326,8,757
2347167796,2016-04-19,2346,1,465,514,6711,4.44000005722046,4.44000005722046,0.0,0.0,4.44000005722046,7,1030
6962181067,2016-04-26,2012,1,441,446,10433,6.90000009536743,6.90000009536743,0.0,2.999999910593028,3.90000009536743,43,934
6962181067,2016-05-11,1855,1,452,480,6722,4.44000005722046,4.44000005722046,0.0,1.8000000119209261,2.65000009536743,31,908
1503960366,2016-04-21,1775,1,325,364,9819,6.34000015258789,6.34000015258789,0.0,1.6900000274181359,4.65000009536743,27,1049
1503960366,2016-05-08,1740,1,594,611,10060,6.57999992370605,6.57999992370605,0.0,3.8499999642372131,2.73000001907349,52,777
2026352035,2016-04-12,1459,1,503,546,4414,2.74000000953674,2.74000000953674,0.0,0.53999999165535,2.20000004768372,11,887
3977333714,2016-04-28,1407,1,261,423,7114,4.88000011444092,4.88000011444092,0.0,1.65999999642372,3.22000002861023,23,994
4319703577,2016-04-25,2314,1,488,506,9259,6.21000003814697,6.21000003814697,0.0,0.280000001192093,5.92999982833862,8,934
4319703577,2016-04-28,2367,1,497,522,10817,7.28000020980835,7.28000020980835,0.0,1.340000003576282,5.94000005722046,21,911
4388161847,2016-04-18,3274,1,99,104,11009,9.10000038146973,9.10000038146973,0.0,3.9599999487400042,5.1399998664856,35,1256
4388161847,2016-04-24,2885,3,552,595,10243,7.88000011444092,7.88000011444092,0.0,1.5900000333785971,6.30000019073486,22,823
4702921684,2016-04-15,2896,1,253,257,6506,5.28000020980835,5.28000020980835,0.0,0.48999998718500115,4.78999996185303,9,1200
4702921684,2016-04-19,2812,1,457,487,6708,5.44000005722046,5.44000005722046,0.0,1.25,4.19000005722046,18,936
5553957443,2016-05-08,1762,1,568,608,6083,4.0,4.0,0.0,0.689999997615814,3.29999995231628,11,715
5577150313,2016-05-03,3795,1,508,543,11045,8.25,8.25,0.0,4.6699999868869737,3.5699999332428,105,792
6962181067,2016-04-28,2182,1,440,453,12627,8.35000038146973,8.35000038146973,0.0,2.7499999850988419,5.59000015258789,46,909
6962181067,2016-05-12,928,1,516,535,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,8,232
8378563200,2016-04-20,3787,1,381,409,9388,7.44000005722046,7.44000005722046,2.0921471118927,2.6700000166893041,4.78000020980835,90,932
2347167796,2016-04-27,2194,1,448,499,11423,7.57999992370605,7.57999992370605,0.0,2.2600000202655739,5.32000017166138,35,918
3977333714,2016-04-25,1570,1,262,467,11177,8.47999954223633,8.47999954223633,0.0,6.0499998927116376,2.41000008583069,59,914
4319703577,2016-04-14,2302,1,535,557,10210,6.88000011444092,6.88000011444092,0.0,0.440000012516976,6.44000005722046,10,928
4319703577,2016-04-18,1632,1,515,551,2276,1.54999995231628,1.54999995231628,0.0,0.40000001341104519,1.12000000476837,10,882
4388161847,2016-04-16,3073,2,426,448,6580,5.05999994277954,5.05999994277954,0.0,0.609999999403953,4.44999980926514,15,862
